Client Number	Status	Age	Gender	Dependent	Education	Marital_Status	Income Level	Card Category	Monthly Transaction	Total_Relationship_Count	Months Inactive 12M	Contacts Count 12M	Credit Limit	Total Revolving Bal	Total Open To Buy	Total Trans Amt	Zipcode	Tenure Year
794172033	Attrited Customer	58	F	1	Post-Graduate	Divorced	Less than $40K	Blue	52	4	1	3	1817	0	1817	2347	60912	8
794191008	Existing Customer	46	M	2	College	Married	$120K +	Blue	40	1	2	2	34516	1649	32867	7552	60915	6
794217108	Existing Customer	43	M	2	College	Single	$120K +	Blue	37	6	3	1	14315	1348	12967	3694	60914	8
794227308	Existing Customer	56	M	2	College	Married	$80K - $120K	Blue	50	1	1	3	10214	1433	8781	4493	60917	1
794253108	Existing Customer	52	M	4	Graduate	Single	$40K - $60K	Blue	46	3	3	2	13090	0	13090	3851	60919	8
794273283	Attrited Customer	51	M	3	Uneducated	Single	$80K - $120K	Blue	45	3	3	3	25670	0	25670	2709	60002	9
794293908	Existing Customer	36	F	3	College	Single	Unknown	Blue	30	3	2	3	8696	1482	7214	2847	60001	0
794340033	Existing Customer	34	F	3	Uneducated	Married	$40K - $60K	Blue	28	5	1	3	2799	1762	1037	1817	60007	1
794462133	Existing Customer	55	F	0	Graduate	Single	$40K - $60K	Blue	35	5	1	3	3735	1978	1757	1749	60006	9
794475483	Existing Customer	44	M	4	Uneducated	Married	$80K - $120K	Silver	27	4	3	2	34516	1043	33473	4654	60005	8
794482158	Existing Customer	46	M	3	College	Single	$80K - $120K	Silver	32	2	1	3	34516	1954	32562	7594	60004	8
794485158	Existing Customer	38	M	2	Unknown	Married	$80K - $120K	Blue	18	6	1	2	2172	1475	697	2447	60009	7
794490858	Existing Customer	48	F	1	High School	Married	$40K - $60K	Silver	28	3	1	2	15713	1387	14326	4775	60008	0
794494308	Existing Customer	42	M	3	Uneducated	Married	$120K +	Platinum	23	3	4	3	34516	2070	32446	13781	60453	7
794496033	Existing Customer	57	M	2	Unknown	Single	$80K - $120K	Blue	38	6	1	3	23008	2280	20728	1302	60458	2
794498733	Existing Customer	40	M	2	Unknown	Single	$120K +	Blue	21	6	4	3	20056	1602	18454	1687	60459	3
794504658	Existing Customer	39	M	1	Unknown	Married	$60K - $80K	Blue	24	6	3	0	5746	1829	3917	1562	60454	4
794507133	Attrited Customer	37	F	2	Doctorate	Single	$40K - $60K	Blue	18	4	1	3	1900	0	1900	2880	60455	2
794510358	Existing Customer	41	M	3	Graduate	Married	$80K - $120K	Blue	26	6	3	3	33408	0	33408	3754	60456	1
794514108	Existing Customer	50	F	2	Unknown	Married	Unknown	Blue	31	4	2	2	3604	0	3604	4051	60457	0
794516508	Existing Customer	43	F	3	High School	Married	Less than $40K	Blue	24	2	2	1	1484	0	1484	4838	60450	2
794524833	Existing Customer	36	F	3	Graduate	Single	$40K - $60K	Blue	18	4	3	3	2265	1345	920	4009	60451	2
794528283	Existing Customer	44	M	4	College	Married	$60K - $80K	Blue	28	4	2	2	2748	878	1870	3383	60452	2
794530608	Existing Customer	52	M	2	Uneducated	Single	$80K - $120K	Blue	34	2	2	3	27229	0	27229	13264	61261	3
794540883	Existing Customer	56	F	1	Post-Graduate	Married	$40K - $60K	Blue	38	1	2	1	3485	1465	2020	4776	61062	3
794543958	Existing Customer	53	M	1	Graduate	Divorced	$80K - $120K	Blue	35	5	4	2	34516	1219	33297	1590	61063	6
794545983	Existing Customer	57	M	2	Graduate	Married	$80K - $120K	Blue	40	3	2	3	12208	1980	10228	1409	61060	8
794551383	Existing Customer	50	F	3	College	Single	Less than $40K	Blue	32	5	3	4	4419	1218	3201	4535	61061	3
794554683	Attrited Customer	41	F	4	Graduate	Married	Less than $40K	Blue	26	4	2	2	3159	0	3159	2925	61067	0
794556333	Existing Customer	43	F	2	Unknown	Single	Unknown	Blue	27	1	3	3	3287	1697	1590	5236	61064	7
794558658	Existing Customer	49	F	4	Graduate	Married	Less than $40K	Blue	34	3	1	3	2560	1430	1130	4783	61065	6
794560833	Attrited Customer	47	F	3	Graduate	Married	$40K - $60K	Blue	31	6	3	6	5496	0	5496	1913	61068	5
794562783	Existing Customer	28	F	0	Unknown	Single	Unknown	Blue	13	5	3	2	21691	661	21030	2534	60089	5
794567133	Existing Customer	52	F	2	High School	Single	Less than $40K	Blue	35	5	2	3	1954	808	1146	4897	60088	10
794571108	Attrited Customer	39	M	2	Graduate	Divorced	$40K - $60K	Silver	23	5	2	3	17894	304	17590	4691	60083	2
794573883	Existing Customer	32	M	1	Unknown	Single	$40K - $60K	Silver	16	3	3	1	17894	2517	15377	15305	60081	1
794576058	Existing Customer	42	M	3	Graduate	Married	$80K - $120K	Blue	26	1	2	3	8480	1339	7141	4070	60087	8
794579658	Existing Customer	47	M	3	High School	Married	$80K - $120K	Blue	32	3	2	2	23424	2517	20907	3537	60085	4
794581533	Existing Customer	52	M	2	College	Single	$60K - $80K	Blue	37	4	3	3	2749	1380	1369	3882	60084	4
794627208	Existing Customer	43	M	1	High School	Married	$60K - $80K	Blue	23	4	3	2	7189	1550	5639	1935	60168	8
794632308	Existing Customer	40	M	4	Graduate	Married	$60K - $80K	Silver	25	5	3	2	28822	2517	26305	1504	60169	5
794637333	Existing Customer	44	F	2	Graduate	Divorced	Less than $40K	Silver	25	2	2	2	13138	0	13138	3881	60164	2
794649858	Existing Customer	58	F	1	Uneducated	Married	Less than $40K	Blue	39	3	3	3	2210	1624	586	1287	60165	10
794653983	Existing Customer	44	F	3	Graduate	Married	Less than $40K	Blue	27	3	1	4	1480	1017	463	5245	60160	9
794664183	Existing Customer	38	M	0	Uneducated	Married	$60K - $80K	Blue	19	3	1	3	3238	2146	1092	1501	60161	9
794665608	Existing Customer	48	F	3	Graduate	Single	$40K - $60K	Blue	33	4	2	3	5724	582	5142	4510	60162	6
794675058	Attrited Customer	36	M	3	Graduate	Married	$80K - $120K	Blue	21	5	3	2	5015	1963	3052	2491	60163	7
794682483	Existing Customer	43	F	3	Post-Graduate	Unknown	Less than $40K	Blue	23	5	3	3	4284	1094	3190	3095	61358	6
794692158	Existing Customer	43	F	3	High School	Unknown	$40K - $60K	Silver	25	1	2	1	17328	0	17328	15367	60827	3
794707083	Attrited Customer	50	M	2	College	Single	$80K - $120K	Blue	44	5	2	4	3495	0	3495	2131	60666	7
794719983	Attrited Customer	44	F	4	High School	Unknown	Less than $40K	Blue	38	2	2	3	2616	2505	111	2576	60660	8
794740458	Existing Customer	45	F	3	Graduate	Married	Less than $40K	Silver	39	1	2	3	10186	1608	8578	14023	60105	9
794771208	Existing Customer	52	M	3	Unknown	Single	$80K - $120K	Blue	46	5	1	2	2735	1942	793	3724	60673	7
794784633	Existing Customer	61	F	0	Uneducated	Single	$40K - $60K	Blue	55	6	1	2	2214	2123	91	4478	60678	9
794818833	Existing Customer	36	F	1	Uneducated	Single	Less than $40K	Blue	30	6	1	2	5494	2078	3416	2661	60082	8
794831733	Existing Customer	45	F	5	Graduate	Married	Less than $40K	Blue	39	4	3	2	2156	1208	948	1345	60086	6
794843883	Existing Customer	41	M	3	High School	Married	$80K - $120K	Blue	35	6	1	2	34516	1202	33314	1353	61114	3
794856033	Existing Customer	38	M	3	Post-Graduate	Married	$80K - $120K	Blue	32	3	2	3	5242	470	4772	4306	61115	3
794866983	Existing Customer	51	F	1	Doctorate	Married	Unknown	Blue	45	6	2	1	7336	1031	6305	3812	61112	7
794947683	Existing Customer	35	F	4	Graduate	Single	Less than $40K	Blue	29	6	3	0	2118	1189	929	4541	61110	5
794962983	Existing Customer	47	F	3	Graduate	Divorced	Less than $40K	Blue	41	1	1	3	9947	2496	7451	14576	61111	6
794965233	Attrited Customer	51	F	1	Graduate	Married	Less than $40K	Silver	45	6	3	3	13199	781	12418	1927	60551	8
794967408	Existing Customer	53	M	3	Post-Graduate	Married	$80K - $120K	Blue	47	5	2	1	9106	975	8131	3863	60550	9
794977533	Attrited Customer	62	M	0	High School	Married	$60K - $80K	Blue	56	3	3	2	8077	0	8077	906	60553	2
795052083	Existing Customer	63	F	0	Uneducated	Single	$40K - $60K	Blue	56	3	6	4	1438.3	0	1438.3	3630	60552	5
795155433	Existing Customer	45	M	3	Unknown	Married	$80K - $120K	Blue	38	6	3	1	12918	1345	11573	1562	60555	2
795218883	Existing Customer	47	M	3	High School	Married	$60K - $80K	Blue	41	2	3	3	4207	1556	2651	15312	60554	2
795232683	Existing Customer	53	F	1	College	Married	Less than $40K	Blue	47	4	2	3	2154	930	1224	1439	60556	4
795237183	Existing Customer	51	F	2	Graduate	Married	$40K - $60K	Blue	45	3	2	4	5930	0	5930	2041	60559	6
795266208	Existing Customer	39	M	3	College	Single	$120K +	Blue	30	4	2	1	8842	0	8842	4493	60558	2
795343683	Existing Customer	40	F	3	High School	Single	Less than $40K	Blue	34	5	1	3	1707	989	718	3935	61091	7
795392433	Existing Customer	35	F	2	Uneducated	Single	Unknown	Blue	29	3	1	1	2423	0	2423	4651	60946	9
795573333	Existing Customer	41	M	3	High School	Married	$80K - $120K	Blue	35	6	2	1	8376	1165	7211	4142	60944	2
795599883	Attrited Customer	57	F	2	Uneducated	Married	Unknown	Blue	51	3	6	2	2404	284	2120	2511	60940	1
795613233	Existing Customer	48	F	2	Graduate	Married	Unknown	Blue	42	4	2	0	10514	1494	9020	4949	60941	2
795684783	Existing Customer	48	M	4	High School	Single	$60K - $80K	Blue	42	5	4	2	2384	1596	788	3149	60290	7
795713058	Existing Customer	45	M	3	Post-Graduate	Married	$40K - $60K	Blue	39	3	1	2	4409	1753	2656	4292	60465	5
795784008	Attrited Customer	44	F	3	Graduate	Married	Less than $40K	Blue	38	4	2	3	3889	2517	1372	1718	60464	2
795795408	Existing Customer	53	M	2	Uneducated	Married	$40K - $60K	Blue	47	3	1	3	5579	1423	4156	1514	60467	0
795810633	Existing Customer	65	M	0	Uneducated	Married	Unknown	Blue	56	3	3	2	10144	1295	8849	1234	60466	2
795823383	Existing Customer	43	F	4	Graduate	Single	Less than $40K	Blue	37	5	1	3	2419	0	2419	3888	60461	3
795844983	Existing Customer	45	F	3	High School	Married	$40K - $60K	Blue	39	6	4	1	2851	0	2851	3916	60460	1
795855258	Existing Customer	48	F	4	College	Single	Less than $40K	Blue	42	2	3	2	1438.3	0	1438.3	5045	60463	8
795869583	Existing Customer	53	F	3	Uneducated	Married	Less than $40K	Blue	47	1	3	2	3733	1620	2113	15200	60462	1
795904233	Existing Customer	38	F	3	Unknown	Single	Unknown	Blue	32	5	1	0	26945	727	26218	1579	60469	3
795920358	Existing Customer	33	F	2	High School	Married	Less than $40K	Blue	27	3	2	3	7185	0	7185	2679	60468	5
795979833	Existing Customer	53	F	1	High School	Married	Less than $40K	Blue	47	6	1	2	3445	1074	2371	1074	61251	5
795991758	Existing Customer	47	F	3	Unknown	Married	$40K - $60K	Blue	41	5	3	3	7553	660	6893	4079	61250	5
795997908	Existing Customer	36	M	2	High School	Married	$80K - $120K	Blue	30	6	3	3	16050	1480	14570	3215	61252	1
796029483	Existing Customer	49	F	3	Graduate	Married	Less than $40K	Blue	43	2	3	2	2174	785	1389	3890	61254	5
796083783	Attrited Customer	55	F	2	College	Single	Unknown	Blue	49	1	0	6	1438.3	0	1438.3	2278	61257	4
796145133	Existing Customer	46	F	2	Uneducated	Married	Unknown	Blue	40	3	2	2	6083	1716	4367	4528	61018	9
796170933	Existing Customer	57	M	2	Uneducated	Single	$80K - $120K	Blue	51	6	2	4	30622	0	30622	3600	61013	5
796174983	Existing Customer	52	M	2	High School	Single	$80K - $120K	Blue	46	2	3	3	25737	1168	24569	7722	61012	6
796196733	Existing Customer	52	F	2	Unknown	Single	$40K - $60K	Blue	46	4	2	3	4259	0	4259	4389	61011	9
796236258	Existing Customer	48	F	5	High School	Single	$40K - $60K	Blue	42	5	1	2	2465	1128	1337	4030	61016	6
796326483	Existing Customer	42	M	3	High School	Married	$80K - $120K	Blue	36	5	4	3	1681	0	1681	5416	61015	5
796330983	Existing Customer	41	F	4	Graduate	Single	Less than $40K	Blue	35	3	1	4	2138	1283	855	4785	61014	3
796336833	Existing Customer	51	M	3	Doctorate	Married	$80K - $120K	Blue	45	5	2	4	32096	0	32096	2619	60050	5
796343058	Existing Customer	49	F	2	High School	Single	Less than $40K	Blue	43	4	1	2	3538	0	3538	1265	60051	2
796532958	Existing Customer	59	F	0	Unknown	Married	Less than $40K	Blue	53	4	3	2	5512	1124	4388	1975	60053	8
796544133	Existing Customer	54	M	1	College	Single	$120K +	Blue	48	1	3	1	2456	1654	802	4468	60055	0
796791258	Existing Customer	50	M	1	Uneducated	Married	$120K +	Blue	44	5	2	4	3104	1791	1313	4006	60056	6
796903083	Attrited Customer	47	F	1	Doctorate	Married	$40K - $60K	Blue	36	2	3	2	1438.3	0	1438.3	2584	60155	9
796931508	Attrited Customer	42	M	4	High School	Unknown	$60K - $80K	Blue	36	4	3	4	1871	0	1871	2593	60154	1
796990908	Existing Customer	35	M	3	Post-Graduate	Single	$80K - $120K	Silver	29	5	3	2	34516	1872	32644	2227	60157	1
797138883	Existing Customer	43	M	4	Unknown	Married	$40K - $60K	Blue	37	3	2	3	10800	1491	9309	3966	60156	3
797150733	Attrited Customer	44	M	3	Unknown	Single	$40K - $60K	Blue	38	5	2	2	1643	0	1643	1754	60151	3
797166633	Existing Customer	47	M	2	Unknown	Single	$80K - $120K	Blue	41	6	2	4	10606	1713	8893	2694	60150	2
797169633	Existing Customer	41	M	4	Graduate	Single	$120K +	Blue	35	5	3	3	34516	825	33691	3127	60153	7
797218233	Existing Customer	51	F	2	Unknown	Single	Less than $40K	Blue	45	5	1	0	1757	0	1757	4550	60152	5
797228883	Existing Customer	46	M	2	High School	Married	$40K - $60K	Blue	40	3	3	0	3981	0	3981	14340	60159	9
797232183	Existing Customer	42	F	4	Unknown	Married	Less than $40K	Blue	36	2	1	1	2676	1962	714	5020	60586	1
797234508	Existing Customer	51	M	3	Unknown	Single	$60K - $80K	Silver	45	3	2	4	30899	0	30899	1481	60585	4
797238108	Existing Customer	49	F	4	Unknown	Divorced	Less than $40K	Blue	43	5	1	2	3232	824	2408	3915	60638	1
797241108	Existing Customer	47	M	1	Graduate	Married	$120K +	Blue	41	5	3	3	9036	1080	7956	4500	60639	3
797389758	Existing Customer	42	F	2	Graduate	Married	$40K - $60K	Silver	36	6	2	1	16290	0	16290	4232	60634	6
797410983	Existing Customer	45	F	3	High School	Married	Unknown	Blue	39	1	2	2	1438.3	745	693.3	5020	60636	5
797414733	Existing Customer	37	F	3	Graduate	Single	Less than $40K	Blue	31	3	3	4	2005	1517	488	2439	60637	5
797466033	Existing Customer	32	M	1	High School	Married	$40K - $60K	Blue	26	3	2	3	2576	1754	822	2880	60630	9
797468658	Existing Customer	53	M	3	High School	Married	$120K +	Blue	47	5	1	3	19081	2431	16650	1536	60632	1
797488158	Existing Customer	52	M	2	High School	Married	$60K - $80K	Blue	46	5	3	0	14316	1081	13235	1313	60633	8
797491683	Attrited Customer	45	M	5	Unknown	Married	$80K - $120K	Silver	39	2	2	3	34516	1964	32552	2234	61516	7
797495958	Existing Customer	42	F	3	Unknown	Unknown	$40K - $60K	Blue	36	3	2	2	3015	0	3015	4277	60506	1
797638383	Existing Customer	49	F	4	High School	Married	Less than $40K	Blue	43	4	3	2	4852	2016	2836	3561	60507	6
797641683	Existing Customer	40	M	3	Uneducated	Married	$80K - $120K	Blue	34	4	3	2	14840	2043	12797	16256	61350	7
797643708	Existing Customer	47	M	1	High School	Married	$120K +	Blue	41	3	1	4	27858	1314	26544	1772	61353	5
797666358	Existing Customer	46	F	4	Uneducated	Unknown	$40K - $60K	Blue	40	6	3	1	1474	843	631	4452	60599	8
797668983	Existing Customer	42	F	4	Graduate	Married	Less than $40K	Blue	36	6	2	1	1438.3	0	1438.3	4396	60598	6
797707008	Attrited Customer	44	F	3	Doctorate	Married	Less than $40K	Blue	38	6	1	3	7222	0	7222	920	60505	5
797743233	Existing Customer	45	M	3	Uneducated	Unknown	$60K - $80K	Blue	39	3	2	3	5996	865	5131	4542	60502	2
797748708	Existing Customer	44	M	4	Unknown	Single	$80K - $120K	Blue	38	5	3	4	3936	2024	1912	5001	60503	3
797753283	Existing Customer	34	F	1	High School	Married	Less than $40K	Blue	28	4	3	4	2707	2036	671	1926	60501	8
797757333	Existing Customer	43	M	3	Post-Graduate	Married	$60K - $80K	Gold	37	6	1	2	34516	1580	32936	4149	60209	4
797898858	Existing Customer	40	F	2	Uneducated	Single	Less than $40K	Blue	34	1	2	1	4748	2085	2663	7288	60449	5
797998158	Existing Customer	52	M	3	Uneducated	Single	$80K - $120K	Blue	46	4	1	2	4555	0	4555	3646	60935	6
798007308	Existing Customer	57	F	3	High School	Married	Unknown	Blue	51	6	1	0	8362	0	8362	1175	60934	2
798011733	Existing Customer	53	F	3	Graduate	Married	Less than $40K	Blue	47	4	1	2	1562	751	811	4574	60069	4
798022683	Attrited Customer	43	M	1	Graduate	Married	$80K - $120K	Blue	37	4	2	3	25517	321	25196	2508	60068	0
798030933	Existing Customer	47	M	4	College	Single	$60K - $80K	Blue	41	5	2	3	15594	0	15594	4745	60061	2
798035358	Existing Customer	46	F	4	High School	Single	Less than $40K	Blue	40	3	2	2	3556	2172	1384	1221	60060	9
798041508	Attrited Customer	50	F	4	Graduate	Single	Less than $40K	Blue	44	2	3	2	3201	2517	684	1880	60062	7
798045708	Existing Customer	42	F	5	Graduate	Married	$40K - $60K	Blue	36	2	1	1	7434	0	7434	4182	60065	5
798047583	Existing Customer	45	F	4	Uneducated	Married	Unknown	Blue	39	6	3	1	1438.3	0	1438.3	4596	60064	2
798110358	Existing Customer	64	F	1	High School	Married	$40K - $60K	Blue	56	4	2	4	1438.3	0	1438.3	1417	60067	6
798114033	Existing Customer	46	M	2	Graduate	Married	$60K - $80K	Blue	40	4	2	4	7949	1514	6435	3355	61270	6
798120858	Existing Customer	37	M	3	Uneducated	Married	$80K - $120K	Blue	31	4	2	2	3797	1425	2372	2555	60448	2
798140283	Existing Customer	57	M	4	Graduate	Married	$120K +	Blue	51	4	3	1	10711	1970	8741	1180	60438	3
798158808	Existing Customer	53	F	1	College	Single	$40K - $60K	Blue	47	5	3	2	6605	1479	5126	2017	60439	6
798238008	Existing Customer	36	F	2	Uneducated	Married	Less than $40K	Blue	30	2	1	2	5070	0	5070	4644	60432	5
798280683	Existing Customer	37	M	3	Post-Graduate	Single	$80K - $120K	Blue	31	6	3	3	2626	1736	890	4714	60433	10
798281808	Existing Customer	48	M	4	High School	Married	$60K - $80K	Blue	42	5	4	3	3879	1214	2665	5158	60430	9
798308058	Existing Customer	39	M	1	Graduate	Single	$40K - $60K	Blue	33	6	1	2	2255	0	2255	4412	60431	10
798451908	Existing Customer	36	F	2	Graduate	Married	Less than $40K	Blue	30	1	3	2	5723	0	5723	12403	60436	10
798457833	Existing Customer	46	F	3	Graduate	Married	Unknown	Blue	40	5	1	3	3595	1087	2508	4534	60437	9
798473808	Existing Customer	48	M	3	College	Married	$80K - $120K	Blue	42	3	3	0	7477	0	7477	1159	60434	5
798481383	Attrited Customer	40	F	3	Uneducated	Married	Less than $40K	Blue	34	5	1	2	2694	0	2694	2684	60435	9
798489258	Existing Customer	59	F	1	Uneducated	Divorced	Unknown	Blue	53	1	3	1	3709	1197	2512	5557	61285	2
798546408	Existing Customer	61	F	1	College	Single	Less than $40K	Blue	55	2	3	2	8283	1444	6839	7553	61283	5
798553158	Attrited Customer	62	F	1	Graduate	Single	Less than $40K	Blue	56	1	2	1	3109	0	3109	5470	61048	2
798558783	Existing Customer	47	M	3	Graduate	Married	Less than $40K	Blue	41	6	1	4	5833	1747	4086	3732	61049	3
798687258	Existing Customer	40	M	4	Graduate	Married	Less than $40K	Blue	34	3	1	2	2577	1812	765	4134	61042	6
798699033	Existing Customer	52	F	2	Graduate	Single	Unknown	Blue	46	3	3	3	8961	1382	7579	4408	61043	6
798717783	Existing Customer	51	F	2	Unknown	Single	Less than $40K	Blue	45	3	6	1	3250	0	3250	4752	61044	5
798769458	Existing Customer	29	F	1	High School	Single	Less than $40K	Blue	23	3	1	2	3318	927	2391	3011	61046	4
798773208	Existing Customer	46	F	4	Unknown	Divorced	Unknown	Blue	40	5	2	3	26496	1406	25090	3691	61047	0
798777708	Existing Customer	54	F	4	High School	Single	$40K - $60K	Blue	48	2	4	1	3089	1177	1912	5237	60605	1
798783858	Existing Customer	48	F	3	Unknown	Unknown	$40K - $60K	Blue	42	2	1	1	9742	2517	7225	13082	60604	7
798786333	Existing Customer	46	F	2	Graduate	Married	Less than $40K	Blue	40	6	4	2	1438.3	510	928.3	3399	60607	5
798788958	Existing Customer	32	M	1	High School	Single	$80K - $120K	Blue	26	2	3	2	6407	1130	5277	14471	60606	2
798792408	Attrited Customer	48	M	3	High School	Married	$80K - $120K	Blue	42	1	1	3	9959	0	9959	805	60601	4
798796233	Existing Customer	37	F	3	High School	Married	$40K - $60K	Blue	31	5	3	3	1586	1038	548	1724	60603	10
798917883	Existing Customer	42	F	4	College	Single	Less than $40K	Blue	36	2	3	2	4150	2517	1633	4620	60602	1
798962058	Existing Customer	36	F	5	Graduate	Married	Less than $40K	Blue	30	3	3	3	3103	2399	704	1836	60609	6
798972183	Attrited Customer	49	F	2	Unknown	Single	$40K - $60K	Blue	43	1	3	2	1643	526	1117	2520	60608	5
798983508	Existing Customer	43	M	1	Graduate	Single	$80K - $120K	Silver	37	4	3	2	34516	1440	33076	1575	61369	4
798988983	Existing Customer	51	F	2	Uneducated	Married	Less than $40K	Blue	45	6	3	2	7165	2037	5128	3553	61364	5
798996183	Existing Customer	61	F	0	Unknown	Married	Less than $40K	Blue	55	4	2	3	2194	1512	682	4069	61367	1
799000008	Existing Customer	57	M	2	Post-Graduate	Divorced	$120K +	Blue	51	4	1	1	26437	1472	24965	1244	61361	3
799011558	Existing Customer	43	M	3	Uneducated	Married	$120K +	Blue	37	1	2	3	16909	1171	15738	15740	61360	7
799020258	Existing Customer	44	M	2	Uneducated	Divorced	$60K - $80K	Blue	38	2	1	2	16553	0	16553	4797	60108	4
799026633	Existing Customer	56	M	1	Uneducated	Married	$120K +	Blue	50	4	3	5	16254	1518	14736	2502	60109	0
799031958	Existing Customer	49	M	2	Unknown	Unknown	$80K - $120K	Blue	43	5	2	2	18379	999	17380	4122	60102	10
799224108	Existing Customer	46	F	4	Graduate	Single	Less than $40K	Blue	40	5	1	2	6265	1942	4323	1715	60103	5
799239033	Attrited Customer	53	F	3	High School	Single	$40K - $60K	Blue	47	1	3	4	1714	0	1714	2279	60106	7
799242033	Existing Customer	45	M	4	Doctorate	Married	$80K - $120K	Blue	39	2	3	2	1438.3	1162	276.3	4598	60107	8
799249833	Existing Customer	34	M	2	Graduate	Single	Less than $40K	Blue	28	5	1	4	4439	844	3595	2858	60104	9
799253808	Existing Customer	42	M	3	High School	Married	$80K - $120K	Silver	36	5	2	3	34516	1294	33222	13845	60661	8
799468083	Existing Customer	51	M	2	Graduate	Married	$40K - $60K	Blue	45	2	2	2	11467	1146	10321	14373	60803	10
799471833	Existing Customer	45	M	1	Uneducated	Single	$120K +	Blue	39	4	2	2	3133	1510	1623	1435	60805	6
799475658	Existing Customer	51	F	3	Uneducated	Married	Less than $40K	Blue	45	3	3	3	2238	1300	938	4508	60804	4
799486158	Existing Customer	39	F	1	Graduate	Married	Less than $40K	Blue	29	4	2	4	1438.3	949	489.3	4222	60689	9
799498158	Existing Customer	31	M	1	Post-Graduate	Married	$60K - $80K	Blue	22	5	1	3	2685	1580	1105	1642	60688	8
799700208	Existing Customer	38	M	2	Graduate	Single	$60K - $80K	Silver	32	5	1	1	26988	1587	25401	3732	60685	7
799707858	Existing Customer	50	F	1	High School	Married	Less than $40K	Blue	42	6	1	2	7115	2000	5115	3584	60684	4
799711833	Existing Customer	50	F	3	College	Married	Unknown	Blue	44	2	1	3	24735	2296	22439	7910	60687	1
799717458	Existing Customer	42	F	3	Unknown	Married	Less than $40K	Blue	36	2	3	3	2515	1453	1062	4025	60686	4
799720158	Existing Customer	50	M	1	Graduate	Single	$80K - $120K	Blue	44	3	3	2	3370	1133	2237	4726	60681	9
799723908	Existing Customer	46	M	3	High School	Married	$80K - $120K	Blue	40	4	3	3	19458	1435	18023	1217	60680	5
799731033	Existing Customer	34	F	2	Doctorate	Single	Less than $40K	Blue	28	3	3	2	1438.3	0	1438.3	3044	60682	2
799825758	Existing Customer	42	M	4	High School	Divorced	$60K - $80K	Blue	36	5	1	2	3263	1674	1589	1251	60490	2
800164083	Existing Customer	53	M	1	Uneducated	Unknown	$120K +	Blue	47	4	2	2	20783	1257	19526	3819	60491	7
800758233	Attrited Customer	30	M	0	College	Single	$60K - $80K	Blue	24	6	2	2	4109	0	4109	8642	60183	10
800869758	Existing Customer	49	M	3	Unknown	Married	$80K - $120K	Blue	43	6	1	1	2191	1414	777	3967	60180	7
801036033	Existing Customer	31	M	0	High School	Single	$40K - $60K	Blue	25	3	2	3	4493	1388	3105	17744	60181	4
801037833	Existing Customer	38	M	2	Uneducated	Single	$80K - $120K	Blue	32	6	2	3	3192	2517	675	4236	60186	10
801048483	Existing Customer	34	M	3	Uneducated	Divorced	$120K +	Blue	28	4	3	3	9180	1814	7366	2646	60187	7
801053208	Existing Customer	39	F	3	High School	Married	Less than $40K	Blue	33	3	3	1	1968	1270	698	4199	60184	6
801056358	Existing Customer	51	M	1	High School	Single	$80K - $120K	Blue	45	6	1	3	13287	1864	11423	3851	60188	7
801064833	Existing Customer	42	M	3	Graduate	Married	$80K - $120K	Blue	36	1	1	2	30117	2129	27988	7930	60189	2
801083133	Existing Customer	57	F	4	Uneducated	Single	Less than $40K	Blue	51	5	3	3	3545	1446	2099	3691	62765	2
801363633	Existing Customer	60	F	2	Graduate	Married	Unknown	Blue	54	1	2	2	3356	1664	1692	5200	61130	1
801366783	Existing Customer	51	F	1	College	Single	Less than $40K	Blue	45	3	3	2	4860	1772	3088	4329	61131	8
801369258	Existing Customer	47	F	5	Post-Graduate	Married	$40K - $60K	Blue	41	6	2	2	4466	777	3689	1757	61132	6
801373833	Existing Customer	49	M	4	College	Divorced	$40K - $60K	Blue	43	3	2	3	1922	710	1212	2920	60572	2
801380808	Attrited Customer	44	M	2	Doctorate	Married	$80K - $120K	Blue	38	1	2	1	25894	2517	23377	4847	60964	9
801383808	Existing Customer	50	M	3	Graduate	Single	$60K - $80K	Blue	44	4	2	3	23090	839	22251	1198	60961	8
801385458	Existing Customer	52	M	1	Uneducated	Married	$120K +	Blue	46	5	2	4	8596	2019	6577	4017	60969	8
801497508	Existing Customer	56	F	1	Graduate	Married	Less than $40K	Blue	50	4	3	2	1584	1311	273	4203	60037	1
801499908	Existing Customer	43	F	4	Graduate	Married	Less than $40K	Blue	37	4	3	2	4724	2056	2668	1232	60034	7
801502008	Existing Customer	37	M	1	Graduate	Married	$60K - $80K	Blue	31	5	1	2	20144	1195	18949	14287	60035	9
801508383	Existing Customer	48	M	2	Graduate	Married	$80K - $120K	Blue	42	6	3	2	25658	1721	23937	4498	60033	3
801516183	Existing Customer	52	F	4	Graduate	Single	Less than $40K	Blue	46	3	3	3	3231	2215	1016	4610	60030	6
801518958	Existing Customer	56	F	1	Graduate	Married	Unknown	Blue	50	2	3	3	5338	0	5338	4139	60031	10
801700233	Existing Customer	36	M	2	Graduate	Single	$120K +	Blue	28	4	3	0	3174	2462	712	3140	60038	2
801709308	Existing Customer	44	F	4	Uneducated	Married	Unknown	Blue	38	6	1	2	5366	968	4398	4558	60039	1
801715383	Attrited Customer	45	M	4	Graduate	Married	$60K - $80K	Blue	39	6	3	2	12890	0	12890	2216	60443	0
801726933	Existing Customer	34	M	2	Graduate	Married	$120K +	Blue	28	4	3	3	13384	1853	11531	1899	60442	7
